system:index,area_alerta_km2,bound_area_ha,id_gee,ndfi_diff,ndfi_t0,ndfi_t1,sensor,src,status,t0_cloudmask_area_ha,t0_cloudmask_area_perc,t0_period,t1_cloudmask_area_ha,t1_cloudmask_area_perc,t1_period,version,year,.geo
00000000000000000000_2021_08_3,10931.460388937427,21.33422442773572,00000000000000000000,0.24367082864046097,0.7667474150657654,0.521533876657486,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001_2021_08_3,10930.763574472869,22.272727461924806,00000000000000000001,0.37017469853162766,0.7927088141441345,0.3681318461894989,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002_2021_08_3,10930.782256559623,19.193142663924416,00000000000000000002,0.2586109936237335,0.8188829123973846,0.5796378552913666,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_2021_08_3,10929.17237560068,21.459571951563127,00000000000000000003,0.14991062879562378,0.7844940423965454,0.627773255109787,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_2021_08_3,10930.580209801405,27.442142911155276,00000000000000000004,0.25332972407341003,0.7560129165649414,0.49560025334358215,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_2021_08_3,10930.43833133149,18.96674623448974,00000000000000000005,0.2376089245080948,0.7863244414329529,0.5601847171783447,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_2021_08_3,10930.63499282138,21.002682772982737,00000000000000000006,0.1768706738948822,0.8169999917348226,0.6456820368766785,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_2021_08_3,10929.212103038668,23.67207920617164,00000000000000000007,0.1978456974029541,0.7870409190654755,0.5726165771484375,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_2021_08_3,10927.636521948718,20.007333432653347,00000000000000000008,0.17119350532690686,0.7721155732870102,0.6001210808753967,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_2021_08_3,10928.15431509377,24.30996900080047,00000000000000000009,0.29242485761642456,0.827870786190033,0.520394891500473,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_2021_08_3,10926.241706977258,19.77794926524425,0000000000000000000a,0.2389996349811554,0.7969807386398315,0.5333634912967682,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b_2021_08_3,10926.825468389728,22.0989277556297,0000000000000000000b,0.47357772290706635,0.7964826226234436,0.32310224572817486,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c_2021_08_3,10927.121423137283,20.10507138480678,0000000000000000000c,0.17763985693454742,0.7690884470939636,0.5927636822064718,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_2021_08_3,10926.2676274853,20.77522832393856,0000000000000000000d,0.34663985172907513,0.8134607225656509,0.462967686355114,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e_2021_08_3,10927.071559435706,17.104916312704393,0000000000000000000e,0.22839923202991486,0.8224194943904877,0.5791670382022858,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f_2021_08_3,10925.016832543884,22.075382724693004,0000000000000000000f,0.2781465947628021,0.7801435887813568,0.4988251030445099,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010_2021_08_3,10925.367235513699,20.55128544071583,00000000000000000010,0.20667386054992676,0.8147748708724976,0.6045914590358734,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011_2021_08_3,10923.21672740935,23.219800844774355,00000000000000000011,0.4120543748140335,0.7977033138275147,0.38411131501197815,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_2021_08_3,10923.606033513615,18.292563342222405,00000000000000000012,0.4823811650276184,0.756231427192688,0.27206435799598694,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_2021_08_3,87113.35865499458,53.781085398012564,00000000000000000013,0.21025961637496948,0.7954608287130084,0.5831955472628275,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_2021_08_3,11030.42529815571,19.646044333481168,00000000000000000014,0.3780747105677923,0.809004932641983,0.42277178168296814,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015_2021_08_3,11029.126311235328,18.110323739453644,00000000000000000015,0.20242518186569214,0.7989658713340759,0.5923007726669312,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_2021_08_3,11029.428865847636,18.263048417884924,00000000000000000016,0.3541967421770096,0.7981564700603485,0.4268169105052948,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_2021_08_3,11029.667992454652,18.582661018676852,00000000000000000017,0.18525362014770508,0.7989339828491211,0.6092889904975891,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_2021_08_3,11028.539741784687,20.8415420647353,00000000000000000018,0.21136176586151123,0.8021285533905029,0.5326405962308248,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019_2021_08_3,11029.088584833478,20.517749421473155,00000000000000000019,0.21150709688663483,0.8321025967597961,0.6284514665603638,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_2021_08_3,11026.974126418294,17.509051314365188,0000000000000000001a,0.4250268191099167,0.7760965526103973,0.34011297672986984,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_2021_08_3,11025.719674814427,18.260178325733833,0000000000000000001b,0.34833720326423645,0.7809539139270782,0.4032796546816826,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_2021_08_3,11026.164329936304,17.45186682594758,0000000000000000001c,0.23557040095329285,0.8046847581863403,0.5695247054100037,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_2021_08_3,11024.33836987408,17.352612612226768,0000000000000000001d,0.36572708934545517,0.8019660413265228,0.41557398438453674,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_2021_08_3,11024.543684570372,25.43900371880314,0000000000000000001e,0.3817937970161438,0.8270838260650635,0.4297192394733429,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f_2021_08_3,11024.560634215262,19.19359946667245,0000000000000000001f,0.1877650022506714,0.7277119755744934,0.5725193023681641,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_2021_08_3,11024.567302826319,23.709435494809608,00000000000000000020,0.16771593689918518,0.7577939629554749,0.6000530421733856,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021_2021_08_3,11024.781231280998,23.288117659678832,00000000000000000021,0.2598709960778554,0.7905729711055756,0.5116897225379944,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022_2021_08_3,36470.64320529405,40.75617693652701,00000000000000000022,0.20746922492980957,0.7808980345726013,0.5679322183132172,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023_2021_08_3,36471.58784677478,44.65632359048974,00000000000000000023,0.39411672949790955,0.7560705145200094,0.3463212251663208,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024_2021_08_3,61892.78014786571,44.0423419079709,00000000000000000024,0.1702163020769755,0.7123004719614983,0.5426519215106964,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025_2021_08_3,61876.5679760846,56.90089841071649,00000000000000000025,0.2600771738932683,0.8167232125997543,0.5512905716896057,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026_2021_08_3,61869.274510551586,56.03916267328507,00000000000000000026,0.44220227665371364,0.7868033424019814,0.3461746821800868,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027_2021_08_3,11130.55731452138,21.332926116081758,00000000000000000027,0.1618925929069519,0.7698751091957092,0.6106935739517212,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028_2021_08_3,11130.186805715983,18.354636435463078,00000000000000000028,0.7690044045448303,0.776408314704895,-0.01798563078045845,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_2021_08_3,11130.039620811698,24.67460862913856,00000000000000000029,0.2752189884583155,0.7920560240745544,0.5244752615690231,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a_2021_08_3,11129.035538175229,19.644541445139147,0000000000000000002a,0.5040576606988907,0.774933934211731,0.257266141474247,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b_2021_08_3,11126.71874512532,18.776256845134803,0000000000000000002b,0.1961330994963646,0.697900727391243,0.5027197152376175,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c_2021_08_3,11126.998899262004,25.733158815523282,0000000000000000002c,0.25248032808303833,0.8415707349777222,0.5951809883117676,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d_2021_08_3,11127.687379943614,18.591342972459945,0000000000000000002d,0.24376937747001648,0.7093196511268616,0.5091143250465393,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e_2021_08_3,11127.825969636608,19.64250517024038,0000000000000000002e,0.2944939136505127,0.8009216785430908,0.512538731098175,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f_2021_08_3,11125.435426824033,19.200199659372927,0000000000000000002f,0.13213038444519043,0.7976093590259552,0.6684339642524719,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000030_2021_08_3,11124.838685828534,19.166424107629975,00000000000000000030,0.3581397384405136,0.7141227722167969,0.3561135530471802,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000031_2021_08_3,11125.016472812105,18.71261318304314,00000000000000000031,0.23872053623199463,0.7838444113731384,0.5655535459518433,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032_2021_08_3,11125.915355193629,25.214758383870034,00000000000000000032,0.2259960174560547,0.7703771591186523,0.5403837859630585,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_2021_08_3,11126.002004064077,20.962357514074025,00000000000000000033,0.32745060324668884,0.7556982040405273,0.4441160559654236,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034_2021_08_3,11123.793237344824,20.013489209965847,00000000000000000034,0.5472028851509094,0.8347242176532745,0.2834435701370239,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035_2021_08_3,11124.347401759862,22.870467882870116,00000000000000000035,0.24339720606803894,0.8063518106937408,0.5668817460536957,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036_2021_08_3,11123.718849551855,17.122514434395455,00000000000000000036,0.42659300565719604,0.7964110970497131,0.3733510971069336,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037_2021_08_3,11124.024145662863,17.059521320196296,00000000000000000037,0.27411162853240967,0.8107153534889221,0.5246914476156235,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_2021_08_3,11121.449342752752,20.48658072279683,00000000000000000038,0.5083110928535461,0.7720673382282257,0.2588837146759033,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039_2021_08_3,36570.81223456295,35.897748270868284,00000000000000000039,0.3940538316965103,0.7793327229363578,0.3522713929414749,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a_2021_08_3,87407.42551236221,68.06580355267651,0000000000000000003a,0.2993220587571462,0.8117533922195435,0.5022419095039368,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b_2021_08_3,87393.36172064774,70.87002612992184,0000000000000000003b,0.3323405794799328,0.7940553934485824,0.449349457025528,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c_2021_08_3,468801.52186911675,258.5963278775443,0000000000000000003c,0.34804675524885004,0.8148491665720939,0.449601101604375,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d_2021_08_3,11229.562129149925,23.74943408779366,0000000000000000003d,0.23913440108299255,0.7663441598415375,0.5203168392181396,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e_2021_08_3,11228.265602636837,17.10482884022455,0000000000000000003e,0.2530170977115631,0.7595217823982239,0.4700470566749573,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f_2021_08_3,11228.46377721091,18.36704235506565,0000000000000000003f,0.20471763610839844,0.7994422316551208,0.6035973429679871,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040_2021_08_3,11228.801849876829,20.132909412853795,00000000000000000040,0.2968737781047821,0.8057571053504944,0.49845772981643677,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041_2021_08_3,11223.962145088899,19.643886018951775,00000000000000000041,0.5725416243076324,0.707860678434372,0.068498644977808,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_2021_08_3,11224.25654430221,18.775521764185104,00000000000000000042,0.20014676451683044,0.8096749782562256,0.6103987097740173,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_2021_08_3,11225.427277437759,24.308603598477106,00000000000000000043,0.3311271369457245,0.8162210583686829,0.49911659955978394,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044_2021_08_3,11224.417009429097,27.83570029226875,00000000000000000044,0.24235224723815918,0.7946406006813049,0.5492447912693024,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045_2021_08_3,11225.289354696217,20.094907569373824,00000000000000000045,0.14562358458836874,0.7714522083600363,0.5962975025177002,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046_2021_08_3,11222.39586572568,20.116160739135655,00000000000000000046,0.33545394986867905,0.8225655555725098,0.5020567774772644,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_2021_08_3,11223.148994204434,22.250825709117542,00000000000000000047,0.21723971366882325,0.8084677457809448,0.604544997215271,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048_2021_08_3,11223.176120731885,16.930058864844884,00000000000000000048,0.31683503091335297,0.789298802614212,0.4657372683286667,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049_2021_08_3,11223.588514784022,22.253562011781618,00000000000000000049,0.8909685611724854,0.8231666088104248,-0.07870055921375751,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a_2021_08_3,36665.544605744086,29.9309527739997,0000000000000000004a,0.2815552850564321,0.7794713973999023,0.4998612776398659,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004b_2021_08_3,36649.493139452,33.36526934523053,0000000000000000004b,0.27910298109054565,0.8085484007994334,0.5347713629404703,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c_2021_08_3,11329.147562060863,19.192151196980145,0000000000000000004c,0.1652347445487976,0.6717016696929932,0.49840298295021057,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004d_2021_08_3,11329.185007794276,24.231239653619642,0000000000000000004d,0.1692025065422058,0.7697577476501465,0.6225502789020538,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004e_2021_08_3,11328.88182027645,26.273060255629787,0000000000000000004e,0.14154359698295593,0.7513192892074585,0.5299666523933411,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f_2021_08_3,11329.219470587406,21.019194215596745,0000000000000000004f,0.18829132616519928,0.6794499456882477,0.4649225026369095,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000050_2021_08_3,11327.640202086066,18.799912129459752,00000000000000000050,0.29409778118133545,0.7559166550636292,0.4588082730770111,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000051_2021_08_3,11328.115467204483,18.28260671673045,00000000000000000051,0.3121500015258789,0.819823831319809,0.47657912969589233,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000052_2021_08_3,11325.389551608838,19.87527839089803,00000000000000000052,0.26376354694366455,0.8133081992467244,0.5549412667751312,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053_2021_08_3,11325.619411087797,18.212279577881915,00000000000000000053,0.22688299417495728,0.7783808708190918,0.5552013218402863,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000054_2021_08_3,11326.522435654007,16.659248998586524,00000000000000000054,0.3253084123134613,0.8200143575668335,0.46190372109413147,S2,IMAZON,0.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
