system:index,area_alerta_km2,bound_area_ha,id_gee,ndfi_diff,ndfi_t0,ndfi_t1,sensor,src,status,t0_cloudmask_area_ha,t0_cloudmask_area_perc,t0_period,t1_cloudmask_area_ha,t1_cloudmask_area_perc,t1_period,version,year,.geo
00030000000000001fe1_2021_08_3,17326.585077842705,20.662736914170292,00030000000000001fe1,0.3918629288673401,0.7358356267213821,0.34109705686569214,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000001fe4_2021_08_3,17523.86618357209,20.064971479821295,00030000000000001fe4,-0.023447096347808838,0.7505545616149902,0.7754426995913187,S2,IMAZON,1.0,0.24781946029663085,1.2350850363572907,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000001fe9_2021_08_3,17627.407165056502,21.41722630950017,00030000000000001fe9,0.040308475494384766,0.7700059413909912,0.7389707167943319,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000001feb_2021_08_3,17727.105812558213,19.6641802780151,00030000000000001feb,0.16729533672332764,0.7700920104980469,0.5978343486785889,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000001fee_2021_08_3,43324.032578282204,26.35204710560532,00030000000000001fee,0.8287028074264526,0.791462779045105,-0.0754614919424057,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000001ffc_2021_08_3,69219.41465735562,41.80661074820444,00030000000000001ffc,0.19107624888420105,0.7798205316066742,0.5842742025852203,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000001ffd_2021_08_3,18325.27741038697,19.622142557498616,00030000000000001ffd,0.0662519137064616,0.6911666989326477,0.6831773817539215,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000001ffe_2021_08_3,43819.39974873897,34.88338742184826,00030000000000001ffe,0.026421844959259033,0.702326625585556,0.7207254886627197,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002000_2021_08_3,18422.07550448793,25.619798582820575,00030000000000002000,0.6638005971908569,0.8569400012493134,0.20126935839653015,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002004_2021_08_3,44007.590581877936,30.295325620105373,00030000000000002004,0.40970712900161743,0.7868906259536743,0.3975139260292053,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002006_2021_08_3,18639.575724487946,20.99137186242508,00030000000000002006,0.06533825397491455,0.7822701334953308,0.6919949650764465,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002007_2021_08_3,18629.102472882263,19.263695747755264,00030000000000002007,0.2063857614994049,0.791519284248352,0.599098801612854,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002008_2021_08_3,18624.46939999628,19.705309539501897,00030000000000002008,0.058802008628845215,0.7761430144309998,0.729464590549469,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002009_2021_08_3,18620.055681436526,22.86403501922613,00030000000000002009,0.2258225679397583,0.8000425398349762,0.5702388882637024,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0003000000000000200b_2021_08_3,18731.22801768974,22.427604234146546,0003000000000000200b,0.24824798107147217,0.7781364917755127,0.5590757727622986,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0003000000000000200f_2021_08_3,18926.57108493503,19.70349637960989,0003000000000000200f,0.2810175120830536,0.7712512612342834,0.46814948320388794,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002012_2021_08_3,19032.210745130786,23.35141887597191,00030000000000002012,1.0620291233062744,0.8059256970882416,-0.29134704172611237,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002015_2021_08_3,19122.074171018263,20.08677023888086,00030000000000002015,0.9087973237037659,0.7991443276405334,-0.1198451891541481,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002022_2021_08_3,45350.70787665905,33.13113545998951,00030000000000002022,0.3470618277788162,0.7234328091144562,0.3793666660785675,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002025_2021_08_3,45415.183717391585,27.890057452293792,00030000000000002025,0.6396609544754028,0.7307896316051483,0.10470263659954071,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002027_2021_08_3,20122.64834357814,21.8744233166685,00030000000000002027,0.10020583868026733,0.778096541762352,0.6941672563552856,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002029_2021_08_3,45703.87049224185,30.570998026290788,00030000000000002029,0.20768940448760986,0.7107105106115341,0.49984636902809143,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0003000000000000202e_2021_08_3,20821.94800554163,25.810798567845676,0003000000000000202e,0.20256996154785156,0.759546180566152,0.4880741238594055,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0003000000000000202f_2021_08_3,20820.7753816384,24.341242961554443,0003000000000000202f,0.21573675672213236,0.7482981085777283,0.534773051738739,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002030_2021_08_3,20820.123207796958,20.095856315241946,00030000000000002030,0.17717719078063965,0.7659609764814377,0.5772841274738312,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002031_2021_08_3,20806.93186744977,21.01934921252705,00030000000000002031,0.33793292939662933,0.7184361517429352,0.27032576501369476,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002032_2021_08_3,122866.06821444277,50.78050417048463,00030000000000002032,1.0962599118550618,0.7894771456718445,-0.3070071538289388,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002033_2021_08_3,21133.483435389415,34.37398206305946,00030000000000002033,0.030754566192626953,0.7611691206693649,0.7304916381835938,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002035_2021_08_3,21121.33459976329,20.574799285748107,00030000000000002035,0.13601619005203247,0.771310955286026,0.5819131731987,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002036_2021_08_3,21119.857381334074,21.9638794153223,00030000000000002036,0.5792342126369476,0.7763010263442993,0.18827415257692337,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0003000000000000203e_2021_08_3,21416.18098785945,19.623426686874136,0003000000000000203e,0.3602863848209381,0.7977412641048431,0.42767415940761566,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0003000000000000203f_2021_08_3,21403.087993926252,20.56799114074702,0003000000000000203f,0.21932750940322876,0.7645508646965027,0.4748383015394211,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002041_2021_08_3,21514.560180484015,23.869925036112328,00030000000000002041,0.1831548810005188,0.7940398454666138,0.6342193186283112,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002042_2021_08_3,21506.83285633882,29.568771346489324,00030000000000002042,0.4748568534851074,0.8315862119197845,0.3586210608482361,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0003000000000000204a_2021_08_3,22012.02528019042,24.33905827754284,0003000000000000204a,0.25280216336250305,0.785943329334259,0.5409038662910461,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0003000000000000204c_2021_08_3,22099.373106051542,22.760763371381493,0003000000000000204c,0.2904626727104187,0.7826182246208191,0.4813210368156433,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0003000000000000204f_2021_08_3,22221.558487540027,20.044328563690247,0003000000000000204f,0.19830910861492157,0.8004953563213348,0.6024398803710938,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002054_2021_08_3,73340.43170351374,38.60468852425049,00030000000000002054,0.5955685377120972,0.7471652229626974,0.148288294672966,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002058_2021_08_3,22611.804323932993,25.230054514575723,00030000000000002058,0.08381164073944092,0.7778517802556356,0.6424717605113983,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002059_2021_08_3,22608.146939416845,23.370098560216512,00030000000000002059,0.4330074191093445,0.8032335241635641,0.20407576858997345,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0003000000000000205a_2021_08_3,22604.550351609618,22.515890199818397,0003000000000000205a,0.1257130205631256,0.7661064763863881,0.5706115365028381,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0003000000000000205f_2021_08_3,22827.064068020296,22.351034343121157,0003000000000000205f,0.3018186539411545,0.7588726282119751,0.339458703994751,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002062_2021_08_3,48392.49410056258,36.27605022442405,00030000000000002062,0.39666980504989624,0.7312047268663134,0.13829705119132996,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002066_2021_08_3,22998.645908085808,23.347803279074974,00030000000000002066,0.35927262902259827,0.7349505126476288,0.4169921576976776,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0003000000000000206a_2021_08_3,23408.256337631396,23.609018209707166,0003000000000000206a,0.38959333300590515,0.8012621253728867,0.4105181396007538,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0003000000000000206d_2021_08_3,48888.140736751535,38.43985272464249,0003000000000000206d,0.659339189529419,0.7638994455337524,0.02821090631186962,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002074_2021_08_3,49183.93700663181,32.2437534422392,00030000000000002074,0.4632987231016159,0.7305822670459747,0.2791900485754013,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002077_2021_08_3,24004.313274461205,23.766381414250294,00030000000000002077,0.3797985464334488,0.7484050393104553,0.34374313056468964,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0003000000000000207a_2021_08_3,49725.247989358286,28.923064804962706,0003000000000000207a,0.48233893513679504,0.8319060603777568,0.2674778923392296,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002082_2021_08_3,24801.088630198272,23.396518752522155,00030000000000002082,1.045767605304718,0.7719174424807231,-0.2720796689391136,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002083_2021_08_3,24912.056057563575,23.611627464228587,00030000000000002083,0.316365510225296,0.7846546173095703,0.4750436544418335,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002086_2021_08_3,24999.396883140296,27.536265480562143,00030000000000002086,0.08343127369880676,0.7884279489517212,0.715792179107666,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002087_2021_08_3,24999.350897511056,25.346319591130246,00030000000000002087,0.9675658345222473,0.7763719409704208,-0.1872713379561901,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0003000000000000208a_2021_08_3,25099.056648492642,21.93893561280477,0003000000000000208a,0.18937790393829346,0.7640716135501862,0.5438346117734909,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002090_2021_08_3,25905.42520431782,24.34332837536965,00030000000000002090,0.1796756386756897,0.794642373919487,0.6033327877521515,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002093_2021_08_3,26202.068338485202,21.417654752654965,00030000000000002093,0.21522068977355957,0.7873416185379029,0.5453189611434937,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002097_2021_08_3,26392.71958079844,23.292670541267967,00030000000000002097,0.3172674924135208,0.7811799645423889,0.4648032933473587,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002099_2021_08_3,26484.201938463993,31.12945666125434,00030000000000002099,0.027772486209869385,0.6200804710388184,0.6915971994400024,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000300000000000020a1_2021_08_3,27482.725121115465,30.041198068982478,000300000000000020a1,0.3428749740123749,0.6165871024131775,0.43539926409721375,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000300000000000020a2_2021_08_3,27886.211369472603,27.8897637974247,000300000000000020a2,0.27930666506290436,0.7776645024617513,0.4575229585170746,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000300000000000020a5_2021_08_3,28085.22117427794,25.738638375830803,000300000000000020a5,0.27642873922983807,0.8191806674003601,0.5016545653343201,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000300000000000020a7_2021_08_3,53667.20860222468,37.84845373521314,000300000000000020a7,0.41116636991500854,0.7311013638973236,0.33123137056827545,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000300000000000020ad_2021_08_3,30176.69577027386,29.067197557600398,000300000000000020ad,0.5488113462924957,0.7518287301063538,0.24028564989566803,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000300000000000020b6_2021_08_3,31559.180497649464,33.37378270490729,000300000000000020b6,0.1491580605506897,0.8116184949874878,0.6766599814097086,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000300000000000020be_2021_08_3,33368.69688394226,23.920973869802452,000300000000000020be,0.41171474754810333,0.749223550160726,0.335867315530777,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000300000000000020c2_2021_08_3,33771.23291129926,28.62796491722555,000300000000000020c2,0.2248915433883667,0.785892128944397,0.534481406211853,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000300000000000020d4_2021_08_3,35667.15803623663,26.84656166091601,000300000000000020d4,0.7710933685302734,0.7794581353664398,0.011296393349766731,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000300000000000020f8_2021_08_3,10560.314590259215,18.77711329571299,000300000000000020f8,0.171716570854187,0.7277087569236755,0.6130894422531128,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002129_2021_08_3,11050.569992260442,17.921224053147462,00030000000000002129,0.15885627269744873,0.822343111038208,0.6634868383407593,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0003000000000000213f_2021_08_3,11357.168565045937,17.90778607192992,0003000000000000213f,0.18926575779914856,0.7874315679073334,0.5997555553913116,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0003000000000000215a_2021_08_3,11749.424266987602,17.882206526166218,0003000000000000215a,0.005615293979644775,0.6879039108753204,0.7265665531158447,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0003000000000000216b_2021_08_3,12048.583234218486,17.116045634670023,0003000000000000216b,0.03782161076863607,0.7779016196727753,0.6017048954963684,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002173_2021_08_3,12254.139083814849,20.370970444658994,00030000000000002173,0.5433958768844604,0.7736103534698486,0.20538581907749176,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0003000000000000217e_2021_08_3,12452.08462873246,17.119856535692453,0003000000000000217e,0.08825773000717163,0.8073636293411255,0.6955030560493469,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00030000000000002188_2021_08_3,12551.0599046663,17.51332187582873,00030000000000002188,0.31128990650177,0.8713956475257874,0.5544566214084625,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0003000000000000219d_2021_08_3,12949.55906202633,16.6887479208553,0003000000000000219d,0.33668625354766846,0.8323602676391602,0.487959623336792,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000300000000000021a0_2021_08_3,12942.590443963878,19.387864604001365,000300000000000021a0,0.05889248847961426,0.7258957028388977,0.6947060823440552,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000300000000000021b3_2021_08_3,38833.16918445206,36.3622628260445,000300000000000021b3,0.20889316499233246,0.6932151436805725,0.45501935482025146,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000300000000000021b4_2021_08_3,13443.153023317647,23.836449000579456,000300000000000021b4,0.07683557271957397,0.7087773084640503,0.6890972554683685,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000300000000000021be_2021_08_3,13748.012466581948,17.10104640205535,000300000000000021be,0.14581245183944702,0.8373022377490997,0.6749102473258972,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000300000000000021c7_2021_08_3,13947.176951304322,18.361020906431925,000300000000000021c7,0.41565999388694763,0.8497629165649414,0.48093900084495544,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000300000000000021d1_2021_08_3,14145.645447447805,17.117108376527614,000300000000000021d1,0.19527417421340942,0.7817362248897552,0.6022948026657104,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000300000000000021df_2021_08_3,14345.726804691365,19.189165527137277,000300000000000021df,0.12658315896987915,0.7843340337276459,0.661477267742157,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000300000000000021e5_2021_08_3,14433.75431690358,21.0061264845215,000300000000000021e5,0.019822418689727783,0.722618043422699,0.7054382264614105,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000300000000000021e8_2021_08_3,14533.665159456588,18.589177403205422,000300000000000021e8,0.17558132112026215,0.7841699123382568,0.5895540316899618,S2,IMAZON,1.0,0.0,0.0,"2020-12-01,2021-06-01",0.0,0.0,"2021-06-01,2021-09-01",3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
